eventid,iyear,imonth,iday,country,country_txt,region_txt,provstate,city,latitude,longitude,location,summary,alternative_txt,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,weaptype1,weaptype1_txt,weapsubtype1_txt,weapdetail,nkill
2.00E+11,2003,1,8,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"01/08/2003: Former Ulster Defense Association member Johnny ""Mad Dog"" Adair was the target of a bombing outside his Shankill home in Belfast, Northern Ireland. Adair blames the Ulster Defense Association of being behind the attack. There were no injuries caused by the pipe bomb.",Other Crime Type,1,0,Bombing/Explosion,Private Citizens & Property,Political Party Member/Rally,Former Ulster Defense Association Leadership,"Johnny ""Mad Dog"" Adair",Northern Ireland,Unknown,6,Explosives,Unknown Explosive Type,,0
2.00E+11,2003,1,22,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"01/22/2003: Unknown perpetrators tossed two shrapnel filled bombs from cars in a Protestant bar district in Belfast, Northern Ireland. There were no reported injuries.",,1,0,Bombing/Explosion,Business,,Civilians,Civilians in a Protestant Bar District in Belfast,Northern Ireland,Unknown,6,Explosives,Time Fuse,"The bombs were described as ""shrapnel filled"".",0
2.00E+11,2003,1,23,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"01/23/2003: Sammy Duddy, the North Belfast representative of the Ulster Political Research Group, was targeted by a pipe bomb left outside his Belfast home by suspected associates of Johnny “Mad Dog” Adair. No one was injured in the attack.",,1,0,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Ulster Political Research Group,Ulster Political Research Group representative Sammy Duddy,Northern Ireland,Supporters of Johnny Adair,6,Explosives,Unknown Explosive Type,Later examination by army explosive experts claim the device to be a hoax.,0
2.00E+11,2003,2,1,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"02/01/2003: At 10:15 PM local time, John ""Grugg"" Gregg, a brigadier and one of the five leading members of the Ulster Defence Association (UDA), was killed in a taxicab by an unknown number of assailants, in the docks area of Belfast.  Gregg's cab stopped at traffic lights at the juntion of Nelson and Great George's Streets when it was ambushed. Gregg was killed, along with another UDA member in the vehicle, Robert Carson.  The driver and another passenger, who was Gregg's son, suffered injuries. Gregg died almost instanteously with a bullet to the brain.  Two suspects were arrested on 02/02/2003, but were later released with no charges filed. The UDA, Ulster Police, and Northern Ireland politicians believe that a splinter group of the UDA, the Red Hand Defenders (RHD), led by the then-incarcerated Johnny ""Mad Dog"" Adair, were behind the killings--an assertion confirmed in the three days after the shooting. The UDA gave Adair's group until 02/06/2003 to renounce loyalty to Adair, and in response Adair's supporters largely fled to Scotland throughout February 2003. On 02/22/2003, the UDA announced a one-year ceasfire, and no one has been arrested over the incident.  An inquest conducted in 2005 did not result in any arrests.",,1,0,Assassination,Terrorists/Non-State Militia,Terrorist,Ulster Defence Association (UDA),"John ""Grugg"" Gregg, Brigadier, UDA",Northern Ireland,Red Hand Defenders (RHD),5,Firearms,Unknown Gun Type,,2
2.00E+11,2003,2,3,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"02/03/2003: Just before 7:30PM local time, a bomb exploded at a UK Territorial Army base in the south of Belfast. The incident occurred at Haywood Avenue off Sunnyside Street, near the Annandale embankment in the city. The bomb was attached to the perimeter fence, and blew a hole in the fence. Homes nearby were quickly evacuated, and a UK army bomb squad conducted controlled explosions on two more devices found at the base. Politicians and police blamed pro-independence dissidents for the bombing. No one was injured and no one was arrested over the incident, though the remains of the bombs were brought back by the police for testing.",,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,UK Territorial Army,UK Territorial Army base in south Belfast,United States,Unknown,6,Explosives,Unknown Explosive Type,,0
2.00E+11,2003,2,7,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"02/07/2003: At 7:00am local time, a taxicab in west Belfast was hijacked, triggering a security alert with the local police.  At 7:20 AM, the taxicab, a red Peugeot 406, was abandoned, and British Army experts carried out a controlled explosion on the car at Old Golf Course Road junction with the M1 highway, in West Belfast.  The device was a pipe bomb connected to a gas cylinder.  Police also stated that a caller had warned a Belfast newsroom of the device, but did not claim responsibility on behalf of any group.  A police Spokeswoman later added that the vehicle was completely destroyed in the controlled explosion, and a security source suspected dissidents (Republican/pro-Irish) behind the incident.",,0,0,Hijacking,Unknown,,City of Belfast,Unknown targets in Belfast,Northern Ireland,Irish Republican Extremists,6,Explosives,Vehicle,The device was a pipe bomb attached to a gas cylinder planted in the Peugeot 406 model taxicab.,0
2.00E+11,2003,2,8,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"02/08/2003: During the night local time, a pipe bomb exploded on Limestone Road in north Belfast, seriously injuring a pregnant woman who was walking on the street on the time.  This incident came in a weekend (02/07/2003-02/09/2003) that was filled with sectarian violence and rioting across Northern Ireland.  However, many of the alleged bombings could not be credibly verified.",,1,0,Bombing/Explosion,Private Citizens & Property,Race/Ethnicity Identified,Northern Ireland citizens,Northern Ireland citizens in a pro-Nationalist neighborhood in north Belfast,Northern Ireland,Ulster Freedom Fighters (UFF),6,Explosives,Pipe Bomb,,0
2.00E+11,2003,2,9,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"02/09/2003: At around 8PM local time, a pipe bomb detonated on Ambleside Street, Shankill, Belfast, injuring three elderly citizens.  Local police said that two youths were seen cycling past the house minutes before the blast and throwing a bomb.  The blast occurred opposite the street from a new house owned by the wife of Billy Hutchison, a Northern Ireland assembly member from the Progressive Unionist Party.  Unionist politicians accused feuding between different unionist factions for the blast.",,1,0,Bombing/Explosion,Private Citizens & Property,Race/Ethnicity Identified,Northern Ireland citizens,Northern Ireland citizens in a Unionist neighborhood in north Belfast,Northern Ireland,Unknown,6,Explosives,Unknown Explosive Type,,0
2.00E+11,2003,2,9,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"02/09/2003: During the night local time, a bomb was thrown at the Mountpottinger police station in Short Strand, Belfast.  However, the bomb fell short of the station and landed in an alley behind nearby Madrid Street, and an elderly man picked up the device and carried it home, where it detonated.  The man escaped injury, however.  A member of the Real IRA, confirming himself with a recognized password, claimed responsibility for the attacks on behalf to the Real Irish Republican Army (RIRA)in a call to the Irish News.  The Real Irish Republican Army (RIRA)stated the motive and objective of the attack was against the Police Service of Northern Ireland (PSNI), and ""will continue as long as they are administering British rule in Ireland.""",,0,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Service of Northern Ireland (PSNI),"PSNI Mountpottinger police station, Belfast",Northern Ireland,Real Irish Republican Army (RIRA),6,Explosives,Pipe Bomb,,0
2.00E+11,2003,2,10,603,United Kingdom,Western Europe,Northern Ireland,Enniskillen,54.345417,-7.636355,Fermanagh (County),"02/10/2003: Shortly after 7:10PM local time, a bomb went off at the town hall in Enniskillen town, Ulster, Northern Ireland.  The blast caused ""superficial"" damage to the town hall, according to local police.  Before the blast, police had received a call from a person claiming to be from Continuity IRA, and so the area was evacuated before the blast.  There were no injuries or casualties.",,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,"Fermanagh District, Ulster","Fermanagh District Council building, Enniskillen town",Northern Ireland,Continuity Irish Republican Army (CIRA),6,Explosives,Unknown Explosive Type,,0
2.00E+11,2003,2,18,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"02/18/2003: At 9:45PM local time, two pipe bombs filled with nails were thrown over the perimeter fence of Antrim Road police station in north Belfast.  One exploded, which damaged the window of a house and injured four people inside.  Another failed to detonate and police were examining the device.  No one had claimed responsibility, but local Police and politicians were accusing dissident pro-independence republicans of the attack.",,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Service of Northern Ireland (PSNI),"PSNI Antrim Road Police Station, Belfast",Northern Ireland,Unknown,6,Explosives,Pipe Bomb,Two pipe bombs filled were nails were used.,0
2.00E+11,2003,3,10,603,United Kingdom,Western Europe,Northern Ireland,Coleraine,55.129345,-6.663439,Londonderry (County),"03/10/2003: An arson attack on a 22-year-old woman's home in Coleraine, Northern Ireland, forced her to jump out of a window to escape the fire. Police said that the Ulster Defence Association/Ulster Freedom Fighters was under investigation for the attack, but the UDA rejected its involvement and claims that its ceasefire had been broken.",,1,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,"Civilians in Coleraine, Northern Ireland",Northern Ireland,Ulster Freedom Fighters (UFF),8,Incendiary,Molotov Cocktail/Petrol Bomb,A firebomb was used in the attack.,0
2.00E+11,2003,3,12,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"03/12/2003: Police carried out a controlled explosion of a bomb planted at the Laganside Courthouse by Real Irish Republican Army (RIRA)members in Belfast, Northern Ireland. Three masked men hijacked a van and forced the driver to take the bomb to the courthouse; the driver then reported the device to the police, who said that the device could have gone off at any time. The attempted attack took place on the same day that Ulster Unionist leader, David Trimble, and Sinn Fein president, Gerry Adams, prepared to meet President George Bush at the White House in attempts to reach an agreement to reestablish the Stormont government. SDLP (Social Democratic and Labor Party) assembly member Alban Maginness speculated that the attempted attack was an ""opportunist attack ... to distract attention from the American visits and attract attention to themselves.""",,0,0,Bombing/Explosion,Government (General),Judge/Attorney/Court,Northern Ireland Courthouse,"Laganside Courthouse in Belfast, Northern Ireland",Northern Ireland,Real Irish Republican Army (RIRA),6,Explosives,Time Fuse,The device consisted of three pipe bombs and a timer attached to 75 liters of oil.,0
2.00E+11,2003,5,5,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"05/05/2003: A ""substantial"" bomb was left in a van by two masked men in Belfast, North Ireland, in front of the motor tax office few hours before the annual Belfast marathon. The owner of the van called the police who defused the bomb before it exploded. Police suspected that the Real Irish Republican Army (RIRA)was responsible for the incident.",,0,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Northern Ireland Motor Tax Department,"A motor tax office in Belfast, Northern Ireland",Northern Ireland,Real Irish Republican Army (RIRA),6,Explosives,Unknown Explosive Type,,0
2.00E+11,2003,5,6,96,Ireland,Western Europe,Dublin,Dublin,53.361675,-6.245485,,"05/6/2003: A bomb planted in Merrion Square in Dublin, Ireland, was found and disarmed after a phone call warning of the bomb. Police suspected dissident republicans were responsible for the incident.",,0,0,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,"Indiscriminate civilians in Merrion Square in Dublin, Ireland",Ireland,Dissident Republicans,6,Explosives,Unknown Explosive Type,,0
2.00E+11,2003,5,7,603,United Kingdom,Western Europe,Northern Ireland,Armagh,54.347539,-6.656108,County Armagh,"05/7/2003: Members of the Continuity Irish Republican Army (CIRA) threw a coffee-jar bomb at a police car in Armagh, North Ireland. No casualties or damage resulted from the incident because the bomb failed to detonate. The Continuity IRA claimed responsibility for the bombing attempt.",,0,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Northern Ireland Police,"A police car in Armagh, Northern Ireland",Northern Ireland,Continuity Irish Republican Army (CIRA),6,Explosives,Other Explosive Type,A coffee-jar bomb was used in this incident.,0
2.00E+11,2003,5,12,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"05/12/2003: A mail bomb partially exploded in the headquarters of the Ulster Unionist Party in Belfast, Northern Ireland. Army bomb disposal experts later disarmed the device - a video cassette inside a Jiffy Bag - before it caused any damage or casualties. No group claimed responsibility for the incident.",,0,0,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,The Ulster Unionist Party,"The Ulster Unionist Party headquarters in Belfast, Northern Ireland",Northern Ireland,Unknown,6,Explosives,Letter Bomb,A mail bomb was used in this incident.,0
2.00E+11,2003,11,18,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"11/18/2003: Members of the Loyalist Action Force attacked a Catholic man in Belfast, Northern Ireland with machetes. He was badly injured but survived the attack.",,1,0,Armed Assault,Private Citizens & Property,Religion Identified,Civilian,"Paul Denvir, a Catholic civilian living in Belfast",Northern Ireland,Loyalist Action Force,9,Melee,Knife or Other Sharp Object,The perpetrators used machetes and hammers to beat their victim.,0
2.00E+11,2003,11,19,603,United Kingdom,Western Europe,Northern Ireland,Newcastle,54.208418,-5.891745,Down (County),"11/19/2003: The Real IRA was responsible for an attempted bomb attack on police in Newcastle, Northern Ireland. The police found and disarmed the explosive device before anyone was harmed.  The device, comprised of 20 kilograms of explosive material, was hidden at the abandoned Enniskeen Hotel.  Police had entered the hotel after receiving a telephone tip about a bomb at the location.  However, a hoax bomb had been planted at the site to divert the police officer’s attention.  Newcastle police believed the Real IRA had been attempting to lure them into a trap.",,0,0,Bombing/Explosion,Police,Police Security Forces/Officers,Newcastle Police Department,Newcastle police officers responding to a potential bombing attack.,Northern Ireland,Real Irish Republican Army (RIRA),6,Explosives,Time Fuse,A homemade device composed of 20 kilograms of explosive material was used in the attack.  A hoax bomb was also planted at the site of the attack.,0
2.00E+11,2003,11,24,603,United Kingdom,Western Europe,Northern Ireland,Dungannon,54.50853,-6.763131,Tyrone (County),"11/24/2003: Members of the Irish Republican Army (IRA) planted a bomb at the army base in Dungannon, Northern Ireland.  The bomb exploded causing minimal damage and no injuries.  Local police had received telephone warnings prior to the attack.",Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Northern Ireland's Army,Dungannon Army Base,Northern Ireland,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,,0
2.00E+11,2003,11,24,603,United Kingdom,Western Europe,Northern Ireland,Armagh,54.347539,-6.656108,County Armagh,"11/24/2003: The Irish Republican Army (IRA) opened fire on a police station in Armagh, Northern Ireland. There were no reported injuries.  No group claimed responsibility for the shooting.",,1,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Armagh Police,A police station in Armagh,Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,,0
2.00E+11,2003,12,1,603,United Kingdom,Western Europe,Northern Ireland,Lisburn,54.515694,-6.055724,Ulster (Province),"12/01/2003: Loyalist paramilitaries fire bombed the home of Trevor George and his Catholic wife, located on the edge of Saymour Hill estate in the city of Lisburn, Northern Ireland.",,1,0,Armed Assault,Private Citizens & Property,Named Civilian,Civilians,Mr. and Mrs. Trevor George of Seymore Hill estate.,Northern Ireland,Unknown,8,Incendiary,Gasoline or Alcohol,,0
2.00E+11,2003,12,5,603,United Kingdom,Western Europe,Northern Ireland,Andersonstown,54.607712,-5.95621,Belfast (Capital City),"12/05/2003: The home of a an alleged secret agent, Freddie Scappaticci, also known as Stakenknife, was targeted in a gun attack in the Riverdale area of Andersonstown, West Belfast, Northern Ireland.",Other Crime Type,1,0,Armed Assault,Police,Police Security Forces/Officers,British Intelligence Services,Agent Freddie Scappaticci,Northern Ireland,Unknown,5,Firearms,Handgun,,0
2.00E+11,2003,12,5,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"12/05/2003: Unknown assailants attacked the home of a prominent Lisburn Sinn Fein politician, Paul Butler, with two ball bearings in the Lenadoon area in West Belfast, Northern Ireland. Bullet proof windows were credited with preventing casualties.",,1,0,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,Sinn Fein,Councillor Paul Butler and family,Northern Ireland,Unknown,5,Firearms,Handgun,,0
2.00E+11,2004,4,21,603,United Kingdom,Western Europe,Northern Ireland,Ballynahinch,54.403903,-5.894062,County Down,"04/21/2004: Members of the Ulster Defence Association/Ulster Freedom Fighters were suspected to be behind an attack on a Catholic family living in a Protestant neighborhood in Ballynahinch, Northern Ireland. UDA gunmen fired at the house damaging a window, a living room wall, and a hall door. However, no one was injured in the attack. No group claimed responsibility for the shooting.",,1,0,Armed Assault,Private Citizens & Property,Religion Identified,Civilians,A Catholic family living in a Protestant neighborhood in Ballynahinch,Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms,Unknown Gun Type,,0
2.00E+11,2004,9,3,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Belfast (Capital City),"09/03/2004: Protestant extremists used a construction vehicle to attack the Thirty Two Degrees North pub in Belfast. Gasoline bombs were also tossed into the building. No one was injured or killed in the attack. Although no one claimed responsibility for the attack, the Ulster Defence Association/Ulster Freedom Fighters are suspected.",,1,0,Facility/Infrastructure Attack,Business,Restaurant/Bar/Cafe,Domestic business,Thirty Two Degrees North pub in Belfast,Northern Ireland,Ulster Freedom Fighters (UFF),10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,A piece of construction equipment (some reports claim it was a forklift) was driven into the pub. Gasoline bombs were also tossed in.,0
2.00E+11,2004,9,8,603,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,Londonderry (County),"09/08/2004: Real Irish Republican Army (RIRA) gunmen fired up to thirty shots at workers in Londonderry, from an AK47 rifle. Several cars and buildings were hit by bullets, but no one was injured.",,0,0,Armed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,Civilians,"Construction Workers in Londonderry, Northern Ireland",Northern Ireland,Real Irish Republican Army (RIRA),5,Firearms,Automatic or Semi-Automatic Rifle,AK-47,0
2.00E+11,2004,9,14,603,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,Ulster (Province),"09/14/2004: Two petrol bombs were thrown at the home of Pat Ramsey, a SDLP assembly member from Londonderry. No one was injured or killed in the incident. No one claimed responsibility for the attack.",,1,0,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Government of Northern Ireland,Social Democratic and Labor Party (SDLP) Assembly Member: Pat Ramsey,Northern Ireland,Unknown,8,Incendiary,Gasoline or Alcohol,Petrol bombs,0
2.01E+11,2005,1,2,603,United Kingdom,Western Europe,Northern Ireland,Kilrea,54.951082,-6.558998,Derry City (District),"01/02/2005: A pipe bomb was placed outside the home of a party election worker in Bradden Place, in County Londonderry, Northern Ireland. When the device was found, the fuse had been burned out. Bomb experts were able to safely defuse the remnants of the device.",,0,0,Bombing/Explosion,Government (General),"Government Personnel (excluding police, military)",Northern Ireland Political Party,"The private residence of a party election worker in Bradden Place, in County Londonderry",Northern Ireland,Unknown,6,Explosives,Pipe Bomb,,0
2.01E+11,2005,3,19,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Antrim (County). The north section of the city. A Protestant owned house.,03/19/2005: A petrol bomb was thrown at the home of a Protestant family in north Belfast's Gunnell Hill area. The bomb caused minor scorch damage to the home but did not cause any injuries.  This is the second time this family has been targeted in the past month.  No one claimed responsibility for the attack.,,1,0,Armed Assault,Private Citizens & Property,Religion Identified,North Irish Protestants,A Protestant Owned House,Ireland,Unknown,8,Incendiary,Gasoline or Alcohol,,0
2.01E+11,2005,3,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Antrim (County). Gunnell Hill in the Whitewell area,"03/20/2005: A petrol bomb was thrown into a home in Gunnell Hill in the Whitewell area of Belfast, Northern Ireland, but didn't cause any damage or injuries. The attack comes at the end of a weekend of sectarian disturbances in the area. The troubles may have been caused by the arrest and alleged assault of a 14-year-old from a loyalist area.",,1,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Civilians,Ireland,Unknown,8,Incendiary,Gasoline or Alcohol,,0
2.01E+11,2005,3,26,603,United Kingdom,Western Europe,Northern Ireland,Antrim,54.713382,-6.216761,County Antrim,03/26/2005: A fire bomb detonated at a Next shopping outlet in Northern Ireland (city not stated). The blast caused fire damage to the premises. Authorities are blaming this attack and a spate of fire bombings in the area on dissident republicans. No one claimed responsibility for the attack.,,1,0,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,The Next Outlet,A shopping Center in North Ireland,Ireland,Unknown,8,Incendiary,,,0
2.01E+11,2005,3,28,603,United Kingdom,Western Europe,Northern Ireland,Newtownards,54.595016,-5.703109,"The incident occurred at the Ards Shopping Center, County Down.","03/28/2005: An explosive device was found burned out at the Ards shopping center in Newtownsard, Northern Ireland. This was one of three such devices found in the area, which authorities are blaming on dissident republicans. No one claimed responsibility for planting the devices.",,1,0,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,The Ards Shopping Center,Ards Shoppers,Ireland,Unknown,6,Explosives,Other Explosive Type,,0
2.01E+11,2005,3,28,603,United Kingdom,Western Europe,Northern Ireland,Upper Galwally,54.564893,-5.907882,Antrim (County). Forestside,"03/28/2005: In Northern Ireland, an incendiary device was found and neutralized at a Belfast shopping complex. The device caused a major traffic back-up and the shopping center had to be evacuated for hours. Authorities are blaming this attempted attack and two others in the area on dissident republicans. No one claimed responsibility for planting the device.",,0,0,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,The Dunnes Stores,Dunnes Shoppers,Ireland,Unknown,8,Incendiary,,,0
2.01E+11,2005,4,14,603,United Kingdom,Western Europe,Northern Ireland,Lisburn,54.515694,-6.055724,Ulster (Province),"04/14/2005: A dissident group of the IRA has been believed to plant an explosive device outside of a civil center in Lisburn, in Antrim County, in Northern Ireland. Bomb experts discovered the bomb and defused it safely in time. The bomb was described as crude but viable, and potentially lethal. After an anonymous caller warned of the device, three hundred fifty people were evacuated from the civic center where they had gathered to watch a theater production; there were no reported injuries.",,0,0,Bombing/Explosion,Private Citizens & Property,"Public Area (garden, parking lot, garage, beach, public building, camp)",Civilian(s),"Civilians at the Civil Center in Lisburn, Antrim County",Northern Ireland,Unknown,6,Explosives,Unknown Explosive Type,"The bomb was described by bomb experts as “crude but viable,” and “potentially lethal.",0
2.01E+11,2005,5,2,603,United Kingdom,Western Europe,Northern Ireland,Whitehouse,54.656828,-5.905191,Ulster (Province),"05/02/2005: Suspected Irish Republican Army members planted a pipe bomb at Gideon's Green, Newtownabbey in Belfast that was discovered along the route of the Belfast Marathon. It was disabled before it could harm anyone, including the target of the attack, Chief Constable Hugh Orde. An unidentified perpetrator called in a warning about the bomb indicating that Hugh Orde was the intended target of the attack.",,0,0,Bombing/Explosion,Police,Police Security Forces/Officers,Northern Ireland Police,Chief Constable Hugh Orde,Northern Ireland,Irish Republican Army (IRA),6,Explosives,Pipe Bomb,,0
2.01E+11,2005,7,1,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Ulster (Province). Newtownards Road,"07/01/2005: A man was shot and killed in Northern Ireland’s capital city of Belfast while working on the demolition of a prominent Protestant pub. Police blamed the attack on a Protestant extremist organization called the Ulster Volunteer Force (UVF), but no one claimed responsibility for the attack.",,1,0,Armed Assault,Religious Figures/Institutions,Place of Worship,Catholic Church,N. Ireland Catholics,Ireland,Ulster Volunteer Force (UVF),5,Firearms,Unknown Gun Type,,1
2.01E+11,2005,7,16,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Province of Ulster,"07/16/2005: An explosive device was thrown into a home in Belfast, Northern Ireland.  One woman was injured. The home and a nearby vehicle were damaged.  Authorities believed the attack to have sectarian motives though no group claimed responsibility.",,1,0,Bombing/Explosion,Private Citizens & Property,House/Apartment/Residence,Private Residence,"The bedroom of a private residence of a Catholic woman in north Belfast, Northern Ireland.",Northern Ireland,Unknown,6,Explosives,Unknown Explosive Type,Authorities in Northern Ireland refer to this type of explosive device as a blast bomb.,0
2.01E+11,2005,7,26,603,United Kingdom,Western Europe,Northern Ireland,Ballymena,54.863117,-6.278343,County Antrim,"07/26/2005: In one of two related attacks, a Catholic church was damaged by petrol and paint bombs by suspected loyalist paramilitaries in Ballymena, Northern Ireland. No one was killed or injured, but several families were evacuated in the vicinity.",,1,0,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,A Catholic church,"A Catholic church in Ballymena, Northern Ireland",Northern Ireland,Unknown,8,Incendiary,Gasoline or Alcohol,,0
2.01E+11,2005,7,26,603,United Kingdom,Western Europe,Northern Ireland,Martinstown,54.963921,-6.224963,Antrim County,"07/26/2005: In one of two related attacks, a Catholic owned bar was set on fire by a petrol bomb by suspected loyalist paramilitaries in Martinstown, Northern Ireland. No one was killed or injured.",,1,0,Bombing/Explosion,Business,Restaurant/Bar/Cafe,A Catholic bar in Northern Ireland,"A Catholic bar in Martinstown, Northern Ireland",Northern Ireland,Unknown,8,Incendiary,Gasoline or Alcohol,,0
2.01E+11,2005,8,10,603,United Kingdom,Western Europe,Northern Ireland,Lurgan,54.463367,-6.328597,Province of Ulster,"08/10/2005: In Lurgan, County Armagh, Northern Ireland, dissident republicans hijacked a taxi cab at gunpoint, placed a bomb in the hijacked vehicle, and forced the driver to park outside Lurgan police station, where they intended the bomb to explode.  The bomb plot failed. No one was injured by the attempt.",,0,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",A police station,"The perpetrators planned to place the bombs inside a vehicle parked in front of Lurgan police station in Lurgan, Northern Ireland.",Northern Ireland,Unknown,6,Explosives,Vehicle,,0
2.01E+11,2005,9,2,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Ulster (Province),09/02/2005: Suspected members of the Ulster Volunteer Force (UVF) threw a gas bomb at a parked car in Belfast’s Glenlea Park neighborhood. The bomb set the Vectra car on fire. The blaze damaged a nearby house where a woman and her children were living. No group claimed responsibility for the attack.,,1,0,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Northern Irish civilians,A woman and her 5 children in Belfast,Northern Ireland,Ulster Volunteer Force (UVF),8,Incendiary,Gasoline or Alcohol,The device used for the attack was a petrol bomb.,0
2.01E+11,2005,9,11,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Ulster (Province). The rioting occurred in Belfast and in the outskirts of the city,"09/11/2005: About 50 police officers were injured in a two-night riot in Belfast and nearby towns in Northern Ireland. Protestant groups totaling approximately 700 people rioted in protest of a ban on marching through a Roman Catholic neighborhood. The protestors attacked the police with Molotov cocktails, grenades and paving stones. Many cars were stolen and set on fire in Belfast and its outskirts during the riots. The Orange Order, a Protestant fraternal organization which represents hard line opinion and seeks to keep British rule, is accused of having fostered the violence against the police.",,1,0,Facility/Infrastructure Attack,Police,Police Security Forces/Officers,Northern Ireland police officers,Police officers in Belfast and its region.,Northern Ireland,Orange Volunteers (OV),8,Incendiary,Gasoline or Alcohol,,0
2.01E+11,2005,9,20,603,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,Province of Ulster,"09/20/2005: Denis Bradley, a former Catholic priest and the vice-chairman of Northern Ireland’s policing board, was attacked by a masked man with a baseball bat at a bar in Londonderry, Northern Ireland.  Authorities suspect dissident republicans behind the attack since Bradley has been targeted previously.",,1,0,Unarmed Assault,Police,Police Security Forces/Officers,Northern Ireland Policing Board / The Police Authority of Northern Ireland / Police Service of Northern Ireland (PSNI),The Vice-Chairman at the time of the Northern Ireland Policing Board was attacked.,Northern Ireland,Unknown,9,Melee,Blunt Object,The blunt object was a baseball bat.,0
